ID,Name,Field names,Data types,Units,Default values,Description,Senders,Receivers,Send interval,Convert endianness,Type,Properties,Send frequency
1221,Dbg_BMSDigitalOutputs,"fan_pwm, bms_hv_precharge,bms_hv_prerelay_on,hv_discharge_off,canterm_1,bms_hv_enable_neg,bms_hv_enable_pos,bms_imd_override,bms_hvil_override,bsi_data,bsi_sclk,bsi_xlat,bsi_blank,lvc_hv_ready,sw_bsi_pwr,sat_wakeup,sw_fan_pwr,sw_ivt_pwr,ivt_trigger,bsi_keepalive_led,sw_imd_pwr,bms_ivt_ocs_override,dbg_led_blue,dbg_led_green,dbg_led_red,watchdog_trig,canterm_2,_","uint8_t, bool:1,bool:1,bool:1,bool:1,bool:1,bool:1,bool:1,bool:1,bool:1,bool:1,bool:1,bool:1,bool:1,bool:1,bool:1,bool:1,bool:1,bool:1,bool:1,bool:1,bool:1,bool:1,bool:1,bool:1,bool:1,bool:1,uint8_t:6","% duty cycle, T/F,T/F,T/F,T/F,T/F,T/F,T/F,T/F,T/F,T/F,T/F,T/F,T/F,T/F,T/F,T/F,T/F,T/F,T/F,T/F,T/F,T/F,T/F,T/F,T/F,T/F,-","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",BMS output values for debugging over CAN,,BMS,,1,A,,0
1222,Dbg_BMSIMDMeasurement,"state,dutyCycle,frequency","IMDMeasurement,uint8_t,uint8_t","state,%,Hz","IMDMeasurement::NoData,0,0",Debug measurement of the IMD,BMS,,,1,A,,0
1231,Dbg_ACUDigitalOutputs,"p0_15,p0_17,p2_9","uint8_t, uint8_t, uint8_t","H/L, H/L, H/L","0, 0, 0",Debug digital outputs on the ACU,,,,1,A,,0
1230,Dbg_ACUDigitalInputs,"p0_18,p0_19,p0_27,p0_28,p1_19,p2_7,p2_8,p3_26","bool:1,bool:1,bool:1,bool:1,bool:1,bool:1,bool:1,bool:1","H/L,H/L,H/L,H/L,H/L,H/L,H/L,H/L","0,0,0,0,0,0,0,0",Debug measurement of digital inputs on the ACU,ACU,,,1,A,,0
1232,Dbg_ACUAnalogInputs1,"p0_2,p0_3,p0_23,p0_24","uint16_t, uint16_t, uint16_t, uint16_t","0-10000,0-10000,0-10000,0-10000","0,0,0,0",Analog inputs on the ACU,ACU,,,1,A,,0
1233,Dbg_ACUAnalogInputs2,"p0_25,p0_26,p1_30,p1_31","uint16_t, uint16_t, uint16_t, uint16_t","0-10000,0-10000,0-10000,0-10000","0,0,0,0",Analog inputs on the ACU,ACU,,,1,A,,0
1234,Dbg_ACUCANInputs,"can1, can2","uint8_t, uint8_t","-, -","0, 0",Values from both CAN buses,ACU,InvL,,1,A,,0
1235,Dbg_ACUCAN1Data,value,uint8_t,-,0,Value from CAN1 to write to Dbg_ACUCANInputs,,ACU,,1,A,,0
1236,Dbg_ACUCAN2Data,value,uint8_t,-,0,Value from CAN2 to write to Dbg_ACUCANInputs,,ACU,,1,A,,0
1237,Dbg_ACUTuningParamOut,"param, value","uint8_t, float","-, -","0, 0.f",Output of a parameter from the ACU to the tuning tool,ACU,,,1,A,,0
1238,Dbg_ACUTuningParamIn,"param, value","uint8_t, float","-, -","0, 0.f",Input of a tuning parameter from the tuning tool to the ACU,,ACU,,1,A,,0
1239,Dbg_ACUInverterControl,"current,velocity","float,float","-,-","0.f,0.f",Input for the ACU inverter control debug program,,ACU,,1,A,,0
1250,Dbg_BMS_Sat1_Cells1,"cell1, cell2, cell3, cell4","uint16_t, uint16_t, uint16_t, uint16_t","mV, mV, mV, mV","0,0,0,0",Cells 1-4 of sat board 1,BMS,,,1,A,,0
1251,Dbg_BMS_Sat1_Cells2,"cell5, cell6, cell7, cell8","uint16_t, uint16_t, uint16_t, uint16_t","mV, mV, mV, mV","0,0,0,0",Cells 5-8 of sat board 1,BMS,,,1,A,,0
1252,Dbg_BMS_Sat1_Cells3,"cell9, cell10, cell11, cell12","uint16_t, uint16_t, uint16_t, uint16_t","mV, mV, mV, mV","0,0,0,0",Cells 9-12 of sat board 1,BMS,,,1,A,,0
1253,Dbg_BMS_Sat1_Aux1,"aux1, aux2, aux3, aux4","uint16_t, uint16_t, uint16_t, uint16_t","mV, mV, mV, mV","0,0,0,0",Aux channels 1-4 of sat board 1,BMS,,,1,A,,0
1254,Dbg_BMS_Sat1_Aux2,"aux5, aux6, aux7, aux8","uint16_t, uint16_t, uint16_t, uint16_t","mV, mV, mV, mV","0,0,0,0",Aux channels 5-8 of sat board 1,BMS,,,1,A,,0
1255,Dbg_BMS_Sat2_Cells1,"cell1, cell2, cell3, cell4","uint16_t, uint16_t, uint16_t, uint16_t","mV, mV, mV, mV","0,0,0,0",Cells 1-4 of sat board 2,BMS,,,1,A,,0
1256,Dbg_BMS_Sat2_Cells2,"cell5, cell6, cell7, cell8","uint16_t, uint16_t, uint16_t, uint16_t","mV, mV, mV, mV","0,0,0,0",Cells 5-8 of sat board 2,BMS,,,1,A,,0
1257,Dbg_BMS_Sat2_Cells3,"cell9, cell10, cell11, cell12","uint16_t, uint16_t, uint16_t, uint16_t","mV, mV, mV, mV","0,0,0,0",Cells 9-12 of sat board 2,BMS,,,1,A,,0
1258,Dbg_BMS_Sat2_Aux1,"aux1, aux2, aux3, aux4","uint16_t, uint16_t, uint16_t, uint16_t","mV, mV, mV, mV","0,0,0,0",Aux channels 1-4 of sat board 2,BMS,,,1,A,,0
1259,Dbg_BMS_Sat2_Aux2,"aux5, aux6, aux7, aux8","uint16_t, uint16_t, uint16_t, uint16_t","mV, mV, mV, mV","0,0,0,0",Aux channels 5-8 of sat board 2,BMS,,,1,A,,0
1260,Dbg_BMS_Sat3_Cells1,"cell1, cell2, cell3, cell4","uint16_t, uint16_t, uint16_t, uint16_t","mV, mV, mV, mV","0,0,0,0",Cells 1-4 of sat board 3,BMS,,,1,A,,0
1261,Dbg_BMS_Sat3_Cells2,"cell5, cell6, cell7, cell8","uint16_t, uint16_t, uint16_t, uint16_t","mV, mV, mV, mV","0,0,0,0",Cells 5-8 of sat board 3,BMS,,,1,A,,0
1262,Dbg_BMS_Sat3_Cells3,"cell9, cell10, cell11, cell12","uint16_t, uint16_t, uint16_t, uint16_t","mV, mV, mV, mV","0,0,0,0",Cells 9-12 of sat board 3,BMS,,,1,A,,0
1263,Dbg_BMS_Sat3_Aux1,"aux1, aux2, aux3, aux4","uint16_t, uint16_t, uint16_t, uint16_t","mV, mV, mV, mV","0,0,0,0",Aux channels 1-4 of sat board 3,BMS,,,1,A,,0
1264,Dbg_BMS_Sat3_Aux2,"aux5, aux6, aux7, aux8","uint16_t, uint16_t, uint16_t, uint16_t","mV, mV, mV, mV","0,0,0,0",Aux channels 5-8 of sat board 3,BMS,,,1,A,,0
1265,Dbg_BMS_EnableBalancing,"sat1Chan, sat2Chan, sat3Chan","uint8_t, uint8_t, uint8_t","channel, channel, channel","0,0,0",Enables balancing of certain channels on the BMS sat boards,,BMS,,1,A,,0
1270,Dbg_SSB_DigitalInputs,"switch1, switch2, switch3, switch4, switch5, switch6, switch7, switch8, switch9, switch10, switch11, switch12, switch13","bool:1, bool:1, bool: 1, bool: 1, bool:1, bool: 1, bool: 1, bool: 1, bool: 1, bool:1, bool:1, bool:1, bool:1","T/F, T/F, T/F, T/F, T/F, T/F, T/F, T/F, T/F, T/F, T/F, T/F, T/F","0,0,0,0,0, 0,0,0,0,0, 0,0,0",Digital outputs of the SSB,SSB,,,1,A,,0
1271,Dbg_SSB_FSRInputs,"fsr1, fsr2","float, float","-, -","0.f, 0.f",ADC measurements of the FSR's on the SSB,SSB,,,1,A,,0
1272,Dbg_SSB_RingLEDs,"led, w, r, g, b","uint8_t, uint8_t, uint8_t, uint8_t, uint8_t","-, -, -, -, -","0,0,0,0,0","Allows for control of the W, R, G and B components of the LEDs on the ring of the SSB",,SSB,,1,A,,0
1273,Dbg_SSB_CenterLEDs,"led, r, g, b","uint8_t, uint8_t, uint8_t, uint8_t","-, -, -, -","0,0,0,0","Allows for control of the R, G and B components of the LEDs on the center of the SSB",,SSB,,1,A,,0
1280,Dbg_LVC_DigitalOutputs1,"p0_8,p0_9,p0_10,p0_11,p0_19,p0_20,p1_9,p1_10","uint8_t,uint8_t,uint8_t,uint8_t, uint8_t,uint8_t,uint8_t,uint8_t","-,-,-,-, -,-,-,-","0,0,0,0, 0,0,0,0",Set 1 of digital outputs for the LVC,,LVC,,1,A,,0
1281,Dbg_LVC_DigitalOutputs2,"p1_14,p1_15,p1_16,p1_17,p1_19,p1_20,p1_21,p1_22","uint8_t,uint8_t,uint8_t,uint8_t, uint8_t,uint8_t,uint8_t,uint8_t","-,-,-,-, -,-,-,-","0,0,0,0, 0,0,0,0",Set 2 of digital outputs for the LVC,,LVC,,1,A,,0
1282,Dbg_LVC_DigitalOutputs3,"p1_23,p1_24,p1_25,p1_28,p1_29,p2_0,p2_1,p2_11","uint8_t,uint8_t,uint8_t,uint8_t, uint8_t,uint8_t,uint8_t,uint8_t","-,-,-,-, -,-,-,-","0,0,0,0, 0,0,0,0",Set 3 of digital outputs for the LVC,,LVC,,1,A,,0
1283,Dbg_LVC_DigitalOutputs4,"p2_12,p2_13,p3_26_pwm,p0_16","uint8_t,uint8_t,uint8_t,uint8_t","-,-,0-100,-","0,0,0,0","Set 4 of digital outputs for the LVC, P3[26] is PWM, duty cycle is based on 0-100 value",,LVC,,1,A,,0
1284,Dbg_LVC_DigitalInputs,"p0_15, p0_17, p0_18, P1_27,p2_2,p2_4,p2_5,p2_9","bool:1,bool:1, bool:1, bool:1,bool:1, bool:1, bool:1, bool:1","-,-,-,-,-,-,-,-","0,0,0,0,0,0,0,0",Digital input measurements of the LVC,LVC,,,1,A,,0
1285,Dbg_LVC_NTC12,"ntc1, ntc2","float, float","-,-","0.f,0.f",NTC 1 and 2 measurements of the LVC,LVC,,,1,A,,0
1286,Dbg_LVC_NTC34,"ntc3, ntc4","float, float","-,-","0.f,0.f",NTC 3 and 4 measurements of the LVC,LVC,,,1,A,,0
1290,Dbg_ChC_DigitalOutputs,"p0_25, p1_21, p1_24, p1_26, p1_27, p1_28","uint8_t, uint8_t, uint8_t, uint8_t, uint8_t, uint8_t","0/1, 0/1, 0/1, 0/1, 0/1, 0/1","0,0,0,0,0,0",Digital output setting over CAN,,ChC,,1,A,,0
1291,Dbg_ChC_Inputs1,"p0_23_voltage, p0_24_dc","float, float","V, 0-1","0.f, 0.f",PP and CP measurements on the ChC,ChC,,,1,A,,0
1292,Dbg_ChC_Inputs2,p1_31_voltage,float,V,0.f,Current sense measurement on the ChC,ChC,,,1,A,,0
1293,Dbg_ChC_CANData,"can1, can2","uint8_t, uint8_t","-, -","0, 0",Received values on CAN1 and CAN2 for receive test,ChC,Ch1,,1,A,,0
1294,Dbg_ChC_CAN1Data,value,uint8_t,-,0,Debug data on CAN1,,ChC,,1,A,,0
1295,Dbg_ChC_CAN2Data,value,uint8_t,-,0,Debug data on CAN2,,ChC,,1,A,,0
1296,Dbg_ChC_ChargerSetpoint,"voltage, current, enable","uint16_t, uint16_t, uint8_t","0.1V, 0.1A, T/F","0, 0, 0",Debug charging setpoint for charging test software,,ChC,,1,A,,0
1297,IVT_Msg_Response,"DB0, DB1, DB2, DB3, DB4, DB5, DB6, DB7","int8_t, int8_t, int8_t, int8_t, int8_t, int8_t, int8_t, int8_t","-, -, -, -, -, -, -, -","0, 0, 0, 0, 0, 0, 0, 0",According to IVT datasheet,IVT,BMS,,1,A,,0
1297,IVT_Response,data,uint64_t,-,0,IVT data,IVT,,,1,A,,0
1298,IVT_ResponseEcho,data,uint64_t,-,0,IVT data echo dit is papa alfa hotel,BMS,,,1,A,,0
1400,IVT_Response_Out,"DB0, DB1, DB2, DB3, DB4, DB5, DB6, DB7","uint8_t, uint8_t, uint8_t, uint8_t, uint8_t, uint8_t, uint8_t, uint8_t","-, -, -, -, -, -, -, -","0, 0, 0, 0, 0, 0, 0, 0",According to IVT datasheet,BMS,,,1,A,,0
1298,Dbg_FUC_OtherAUX,"fucsquirt, wiperFast, wiperSlow, wiperReturn, fan, heater, claxon, odroidShutdown","uint8_t, uint8_t, uint8_t, uint8_t, uint8_t, uint8_t, uint8_t, uint8_t","-, -, -, -, -, -, -, -","0, 0, 0, 0, 0, 0, 0, 0",Controls for other auxiliaries,FUC PCB Test,FUC,,1,A,,0
1299,Dbg_FUC_UnauthorizedUseAUX,"keyLock, handbrakeLock","uint8_t, uint8_t","-, -","0,0",AUX controls for protection against unauthorized use,FUC PCB Test,FUC,,1,A,,0
1300,Dbg_FUC_LEDStrip,"power, r, g, b","uint8_t, uint8_t, uint8_t, uint8_t","0/1, 0-255, 0-255, 0-255","0, 0, 0, 0","R, G and B values (0-255) for the LED strip",FUC PCB Test,FUC,,1,A,,0
1301,Dbg_FUC_ASBLED12,"r1, g1, b1, r2, g2, b2","uint8_t, uint8_t, uint8_t, uint8_t, uint8_t, uint8_t","0-255, 0-255, 0-255, 0-255, 0-255, 0-255","0, 0, 0, 0, 0, 0","R, G and B values for LEDs 1 and 2 on the ASB (Value range: 0-255)",FUC PCB Test,FUC,,1,A,,0
1302,Dbg_FUC_ASBLED34,"r3, g3, b3, r4, g4, b4","uint8_t, uint8_t, uint8_t, uint8_t, uint8_t, uint8_t","0-255, 0-255, 0-255, 0-255, 0-255, 0-255","0, 0, 0, 0, 0, 0","R, G and B values for LEDs 3 and 4 on the ASB (Value range: 0-255)",FUC PCB Test,FUC,,1,A,,0
1303,Dbg_FUC_Telltales,"leftIndicator, rightIndicator, leftLowBeam, rightLowBeam","uint16_t, uint16_t, uint16_t, uint16_t","0-10000, 0-10000, 0-10000, 0-10000","0, 0, 0, 0",Telltale measurements on the FUC (Value range: 0-10000),FUC,,,1,A,,0
1304,Dbg_FUC_DigitalInputs,"auxSwitchboard1, auxSwitchboard2, auxSwitchboard3, leftDoorSensor, rightDoorSensor","bool: 1, bool: 1, bool: 1, bool: 1, bool:1","T/F, T/F, T/F, T/F, T/F","0, 0, 0, 0, 0",Digital inputs on the FUC,FUC,,,1,A,,0
1305,Dbg_FUC_Lights,"leftIndicator, rightIndicator, daytimeRunningLights, lowBeam, highBeam","uint8_t, uint8_t, uint8_t, uint8_t, uint8_t","-, -, -, -, -","0, 0, 0, 0, 0",Left light control for FUC debug software,FUC PCB Test,FUC,,1,A,,0
1306,Dbg_PvC_Outputs,"relay12V, relay5V","uint8_t, uint8_t","0/1, 0/1","0, 0",Controls for outputs on the PvC,PvC debug,PvC,,1,A,,0
1307,Dbg_PvC_Inputs,"curSense1, curSense2, curSense3, uv, interlock, estop","uint16_t, uint16_t, uint16_t, bool:1, bool:1, bool:1","0-10000, 0-10000, 0-10000, T/F, T/F, T/F","0, 0, 0, 0, 0, 0",Analog & digital inputs on the PvC,PvC,PvC debug,,1,A,,0
1308,Dbg_PvC_CANEcho,"can1, can2","uint8_t, uint8_t","0-255, 0-255","0, 0",CAN echo for the PvC,PvC,MPPT1,,1,A,,0
1309,Dbg_PvC_CANEcho_CAN1Data,data,uint8_t,0-255,0,CAN echo data for CAN1,PvC debug,PvC,,1,A,,0
1310,Dbg_PvC_CANEcho_CAN2Data,data,uint8_t,0-255,0,CAN echo data for CAN1,PvC debug,PvC,,1,A,,0
1313,IVT_Msg_Result_I,"MuxID, IVT_Result_StateIVT_MsgCount, IVT_Msg_Result_I","int8_t, int8_t, int32_t","-, -, mA","0, 0, 0","Mux: n = channel number, Cyclic counter individually for each channel, IVT__Result_state 0b0000 .. 0b1111,  I Result as signed long ",IVT,BMS,,1,A,,0
1314,IVT_Msg_Result_U1,"MuxID, IVT_Result_StateIVT_MsgCount, IVT_Msg_Result_U1","int8_t, int8_t, int32_t","-, -, mV","0, 0, 0","Mux: n = channel number, Cyclic counter individually for each channel, IVT__Result_state 0b0000 .. 0b1111,  U1 Result as signed long ",IVT,BMS,,1,A,,0
1315,IVT_Msg_Result_U2,"MuxID, IVT_Result_StateIVT_MsgCount, IVT_Msg_Result_U2","int8_t, int8_t, int32_t","-, -, mV","0, 0, 0","Mux: n = channel number, Cyclic counter individually for each channel, IVT__Result_state 0b0000 .. 0b1111,  U2 Result as signed long ",IVT,BMS,,1,A,,0
1316,IVT_Msg_Result_U3,"MuxID, IVT_Result_StateIVT_MsgCount, IVT_Msg_Result_U3","int8_t, int8_t, int32_t","-, -, mV","0, 0, 0","Mux: n = channel number, Cyclic counter individually for each channel, IVT__Result_state 0b0000 .. 0b1111,  U3 Result as signed long ",IVT,BMS,,1,A,,0
1317,IVT_Msg_Result_T,"MuxID, IVT_Result_StateIVT_MsgCount, IVT_Msg_Result_T","int8_t, int8_t, int32_t","-, -, 0.1°C","0, 0, 0","Mux: n = channel number, Cyclic counter individually for each channel, IVT__Result_state 0b0000 .. 0b1111,  T Result as signed long ",IVT,BMS,,1,A,,0
1318,IVT_Msg_Result_W,"MuxID, IVT_Result_StateIVT_MsgCount, IVT_Msg_Result_W","int8_t, int8_t, int32_t","-, -, W","0, 0, 0","Mux: n = channel number, Cyclic counter individually for each channel, IVT__Result_state 0b0000 .. 0b1111,  P Result as signed long ",IVT,BMS,,1,A,,0
1319,IVT_Msg_Result_As,"MuxID, IVT_Result_StateIVT_MsgCount, IVT_Msg_Result_As","int8_t, int8_t, int32_t","-, -, As","0, 0, 0","Mux: n = channel number, Cyclic counter individually for each channel, IVT__Result_state 0b0000 .. 0b1111,  Q Result as signed long ",IVT,BMS,,1,A,Mirror=true,0
1320,IVT_Msg_Result_Wh,"MuxID, IVT_Result_StateIVT_MsgCount, IVT_Msg_Result_Wh","int8_t, int8_t, int32_t","-, -, Wh","0, 0, 0","Mux: n = channel number, Cyclic counter individually for each channel, IVT__Result_state 0b0000 .. 0b1111,  E Result as signed long ",IVT,BMS,,1,A,Mirror=true,0
1321,Dbg_AVC_Converter_Output,"converterVoltage, converterCurrent","float, float","V, A","0.f, 0.f",Converter voltage and current for test software of AVC,AVC,,,1,A,,0
1322,Dbg_AVC_NTC_Output,"ntcTemp1, ntcTemp2","float, float","°C, °C","0.f, 0.f",Output temps of ntcs of AVC,AVC,,,1,A,,0
1323,Dbg_AVC_Enable_Converters,"enableConv1, enableConv2","int8_t, int8_t","0,0","0,0",Whether to enable the converters or not using test software of AVC,,AVC,,1,A,,0
1324,Dbg_SAC_TxPDO1,"actualCurrent, actualTorque","int32_t, float","-, Nm","0, 0",Actual torque and current of the Steering Actuator,SAC,ACU,,0,A,,0
1325,Dbg_BAC_TxPDO1,"actualCurrent, actualTorque","int32_t, float","-, Nm","0, 0",Actual torque and current of the Braking Actuator,BAC,ACU,,0,A,,0
1326,Dbg_SAC_SetPoint,"setpoint, type","float, SACSetpointType","[Nm;deg], type","0, SACSetpointType::Torque",Target torque and mode of operation for the Steering Actuator Controller,ACU,SAC,,0,A,,0
1327,Dbg_BAC_SetPoint,torque,float,Nm,0,Target torque and mode of operation for the Steering Actuator Controller,ACU,BAC,,0,A,,0
1330,Dbg_ACU_LVCCSetpoint,setpoint,float,m/s,0.f,LVCC setpoint for the ACU,,ACU,,1,A,,0
1331,Dbg_ACU_LeftCCSetpoint,setpoint,float,m/s,0.f,Left blocks CC setpoint for the ACU,,ACU,,1,A,,0
1332,Dbg_ACU_RightCCSetpoint,setpoint,float,m/s,0.f,Right blocks CC setpoint for the ACU,,ACU,,1,A,,0
1333,Dbg_ACU_Mode,mode,uint8_t,mode,0,Mode for ACU,,ACU,,1,A,,0
1409,SAC_TxSDO,"command,index,subIndex,data","CANOpenSDOCommand, uint16_t, uint8_t, uint32_t","-, -, -, -","CANOpenSDOCommand::Null, 0, 0, 0",TxSDO for the Braking Actuator,BAC,ACU,,0,A,,0
1410,BAC_TxSDO,"command,index,subIndex,data","CANOpenSDOCommand, uint16_t, uint8_t, uint32_t","-, -, -, -","CANOpenSDOCommand::Null, 0, 0, 0",TxSDO for the Steering Actuator,SAC,ACU,,0,A,,0
1537,SAC_RxSDO,"command,index,subIndex,data","CANOpenSDOCommand, uint16_t, uint8_t, uint32_t","-, -, -, -","CANOpenSDOCommand::Null, 0, 0, 0",RxSDO for the steering actuator,ACU,SAC,,0,A,,0
1538,BAC_RxSDO,"command,index,subIndex,data","CANOpenSDOCommand, uint16_t, uint8_t, uint32_t","-, -, -, -","CANOpenSDOCommand::Null, 0, 0, 0",RxSDO for the braking actuator,ACU,SAC,,0,A,,0
1552,CMS_Message,"a, b, c, d, e, f, g, h","uint8_t, uint8_t, uint8_t, uint8_t, uint8_t, uint8_t, uint8_t, uint8_t","-, -, -, -, -, -, -, -","0, 0, 0, 0, 0, 0, 0, 0",CMS data,CMS,FUC,,1,A,,0
1793,SAC_Heartbeat,data,CANOpenHeartbeatData,heartbeat data,CANOpenHeartbeatData::Null,CANopen heartbeat of the steering actuator,SAC,ACU,,0,A,,0
1794,BAC_Heartbeat,data,CANOpenHeartbeatData,heartbeat data,CANOpenHeartbeatData::Null,CANopen heartbeat of the braking actuator,BAC,ACU,,0,A,,0
786438,Ch1_Response,"command, value","uint16_t, uint16_t","-, *","0, 0",Charger response,Ch1,ChC,1,0,B,,0
786437,Ch2_Response,"command, value","uint16_t, uint16_t","-, *","0, 0",Charger response,Ch2,ChC,1,0,B,,0
786435,Ch3_Response,"command, value","uint16_t, uint16_t","-, *","0, 0",Charger response,Ch3,ChC,1,0,B,,0
700000,Ch1_CCChargingCurve_Set,value,uint16_t,dA,0,Constant current charging curve,,,1,1,B,"Command=176, Write=true",0
700100,Ch2_CCChargingCurve_Set,value,uint16_t,dA,0,Constant current charging curve,,,1,1,B,"Command=176, Write=true",0
700200,Ch3_CCChargingCurve_Set,value,uint16_t,dA,0,Constant current charging curve,,,1,1,B,"Command=176, Write=true",0
700001,Ch1_CurveConfig_Set,value,uint16_t,-,0,Charger function,,,1,1,B,"Command=180, Write=true",0
700101,Ch2_CurveConfig_Set,value,uint16_t,-,0,Charger function,,,1,1,B,"Command=180, Write=true",0
700201,Ch3_CurveConfig_Set,value,uint16_t,-,0,Charger function,,,1,1,B,"Command=180, Write=true",0
700002,Ch1_CCTimeout_Set,value,uint16_t,min,0,Constant current mode timeout,,,1,1,B,"Command=181, Write=true",0
700102,Ch2_CCTimeout_Set,value,uint16_t,min,0,Constant current mode timeout,,,1,1,B,"Command=181, Write=true",0
700202,Ch3_CCTimeout_Set,value,uint16_t,min,0,Constant current mode timeout,,,1,1,B,"Command=181, Write=true",0
700003,Ch1_TCChargingCurve_Set,value,uint16_t,dA,0,Taper current charging curve,,,1,1,B,"Command=179, Write=true",0
700103,Ch2_TCChargingCurve_Set,value,uint16_t,dA,0,Taper current charging curve,,,1,1,B,"Command=179, Write=true",0
700203,Ch3_TCChargingCurve_Set,value,uint16_t,dA,0,Taper current charging curve,,,1,1,B,"Command=179, Write=true",0
700004,Ch1_VOutMeasurement_Get,value,uint16_t,dV,0,Output voltage,ChC,,1,1,B,"Command=96, Write=false",0
700104,Ch2_VOutMeasurement_Get,value,uint16_t,dV,0,Output voltage,ChC,,1,1,B,"Command=96, Write=false",0
700204,Ch3_VOutMeasurement_Get,value,uint16_t,dV,0,Output voltage,ChC,,1,1,B,"Command=96, Write=false",0
700005,Ch1_VInMeasurement_Get,value,uint16_t,dV,0,Input voltage,ChC,,1,1,B,"Command=80, Write=false",0
700105,Ch2_VInMeasurement_Get,value,uint16_t,dV,0,Input voltage,ChC,,1,1,B,"Command=80, Write=false",0
700205,Ch3_VInMeasurement_Get,value,uint16_t,dV,0,Input voltage,ChC,,1,1,B,"Command=80, Write=false",0
700006,Ch1_CVTimeout_Set,value,uint16_t,min,0,Constant voltage mode timeout,,,1,1,B,"Command=182, Write=true",0
700106,Ch2_CVTimeout_Set,value,uint16_t,min,0,Constant voltage mode timeout,,,1,1,B,"Command=182, Write=true",0
700206,Ch3_CVTimeout_Set,value,uint16_t,min,0,Constant voltage mode timeout,,,1,1,B,"Command=182, Write=true",0
700007,Ch1_VOutSetpoint_Set,value,uint16_t,dV,0,Vout set,,,1,1,B,"Command=32, Write=true",0
700107,Ch2_VOutSetpoint_Set,value,uint16_t,dV,0,Vout set,,,1,1,B,"Command=32, Write=true",0
700207,Ch3_VOutSetpoint_Set,value,uint16_t,dV,0,Vout set,,,1,1,B,"Command=32, Write=true",0
700008,Ch1_Status_Get,value,uint16_t,bits,0,Charger status,ChC,,1,1,B,"Command=184, Write=false",0
700108,Ch2_Status_Get,value,uint16_t,bits,0,Charger status,ChC,,1,1,B,"Command=184, Write=false",0
700208,Ch3_Status_Get,value,uint16_t,bits,0,Charger status,ChC,,1,1,B,"Command=184, Write=false",0
700009,Ch1_FaultStatus_Get,value,MW3200FaultFlags,bits,MW3200FaultFlags{},Abnormal situation,ChC,,1,1,B,"Command=64, Write=false",0
700109,Ch2_FaultStatus_Get,value,MW3200FaultFlags,bits,MW3200FaultFlags{},Abnormal situation,ChC,,1,1,B,"Command=64, Write=false",0
700209,Ch3_FaultStatus_Get,value,MW3200FaultFlags,bits,MW3200FaultFlags{},Abnormal situation,ChC,,1,1,B,"Command=64, Write=false",0
700010,Ch1_IOutSetpoint_Set,value,uint16_t,dA,0,Iout set,,,1,1,B,"Command=48, Write=true",0
700110,Ch2_IOutSetpoint_Set,value,uint16_t,dA,0,Iout set,,,1,1,B,"Command=48, Write=true",0
700210,Ch3_IOutSetpoint_Set,value,uint16_t,dA,0,Iout set,,,1,1,B,"Command=48, Write=true",0
700011,Ch1_CVChargingCurve_Set,value,uint16_t,dV,0,Constant voltage charging curve,,,1,1,B,"Command=177, Write=true",0
700111,Ch2_CVChargingCurve_Set,value,uint16_t,dV,0,Constant voltage charging curve,,,1,1,B,"Command=177, Write=true",0
700211,Ch3_CVChargingCurve_Set,value,uint16_t,dV,0,Constant voltage charging curve,,,1,1,B,"Command=177, Write=true",0
700012,Ch1_IOutMeasurement_Get,value,uint16_t,dA,0,Input current,ChC,,1,1,B,"Command=97, Write=false",0
700112,Ch2_IOutMeasurement_Get,value,uint16_t,dA,0,Input current,ChC,,1,1,B,"Command=97, Write=false",0
700212,Ch3_IOutMeasurement_Get,value,uint16_t,dA,0,Input current,ChC,,1,1,B,"Command=97, Write=false",0
700013,Ch1_TInternalMeasurement_Get,value,uint16_t,ddegC,0,Internal temperature,ChC,,1,1,B,"Command=98, Write=false",0
700113,Ch2_TInternalMeasurement_Get,value,uint16_t,ddegC,0,Internal temperature,ChC,,1,1,B,"Command=98, Write=false",0
700213,Ch3_TInternalMeasurement_Get,value,uint16_t,ddegC,0,Internal temperature,ChC,,1,1,B,"Command=98, Write=false",0
700014,Ch1_Operation_Set,value,uint8_t,T/F,0,Enable/disable control,,,1,1,B,"Command=0, Write=true",0
700114,Ch2_Operation_Set,value,uint8_t,T/F,0,Enable/disable control,,,1,1,B,"Command=0, Write=true",0
700214,Ch3_Operation_Set,value,uint8_t,T/F,0,Enable/disable control,,,1,1,B,"Command=0, Write=true",0
700015,Ch1_FTimeout_Set,value,uint16_t,min,0,Floating mode timeout,,,1,1,B,"Command=183, Write=true",0
700115,Ch2_FTimeout_Set,value,uint16_t,min,0,Floating mode timeout,,,1,1,B,"Command=183, Write=true",0
700215,Ch3_FTimeout_Set,value,uint16_t,min,0,Floating mode timeout,,,1,1,B,"Command=183, Write=true",0
700016,Ch1_Version_Get,value,uint64_t:48,min,0,Charger version,,,1,1,B,"Command=183, Write=false",0
700116,Ch2_Version_Get,value,uint64_t:48,min,0,Charger version,,,1,1,B,"Command=183, Write=false",0
700216,Ch3_Version_Get,value,uint64_t:48,min,0,Charger version,,,1,1,B,"Command=183, Write=false",0
